iter	Passed	Remaining
473	2619	2906
474	2624	2900
475	2629	2894
476	2634	2888
477	2639	2882
478	2645	2877
479	2650	2871
480	2657	2867
481	2662	2861
482	2667	2855
483	2672	2849
484	2677	2843
485	2682	2836
486	2687	2830
487	2692	2824
488	2698	2819
489	2703	2814
490	2709	2809
491	2715	2803
492	2720	2797
493	2724	2790
494	2729	2784
495	2734	2778
496	2738	2772
497	2743	2765
498	2748	2759
499	2753	2753
500	2759	2748
501	2764	2742
502	2769	2736
503	2774	2730
504	2779	2724
505	2783	2717
506	2788	2711
507	2793	2705
508	2798	2699
509	2804	2694
510	2813	2692
511	2819	2686
512	2825	2682
513	2830	2676
514	2835	2670
515	2840	2664
516	2846	2659
517	2852	2654
518	2857	2648
519	2863	2643
520	2871	2639
521	2876	2634
522	2882	2628
523	2887	2623
524	2892	2617
525	2897	2610
526	2902	2604
527	2906	2598
528	2911	2592
529	2917	2586
530	2927	2585
531	2933	2580
532	2937	2574
533	2942	2568
534	2947	2562
535	2953	2556
536	2958	2550
537	2963	2544
538	2967	2538
539	2972	2532
540	2977	2525
541	2982	2520
542	2988	2515
543	2994	2510
544	2999	2504
545	3004	2498
546	3009	2492
547	3015	2486
548	3020	2481
549	3026	2476
550	3031	2470
551	3036	2464
552	3041	2458
553	3047	2453
554	3053	2448
555	3060	2443
556	3065	2437
557	3070	2431
558	3075	2426
559	3079	2419
560	3084	2413
561	3089	2407
562	3094	2401
563	3098	2395
564	3103	2389
565	3110	2384
566	3116	2379
567	3121	2373
568	3126	2367
569	3130	2361
570	3136	2356
571	3140	2350
572	3146	2344
573	3151	2339
574	3157	2333
575	3162	2327
576	3167	2322
577	3173	2317
578	3179	2312
579	3185	2306
580	3190	2300
581	3194	2294
582	3200	2288
583	3204	2282
584	3209	2276
585	3214	2270
586	3219	2265
587	3224	2259
588	3230	2254
589	3236	2249
590	3241	2243
591	3247	2237
592	3252	2232
593	3257	2226
594	3262	2220
595	3267	2214
596	3272	2209
597	3277	2203
598	3282	2197
599	3287	2191
600	3293	2186
601	3299	2181
602	3304	2175
603	3308	2169
604	3313	2163
605	3318	2157
606	3323	2151
607	3329	2146
608	3335	2141
609	3341	2136
610	3347	2131
611	3353	2126
612	3358	2120
613	3363	2114
614	3368	2108
615	3373	2102
616	3377	2096
617	3382	2090
618	3387	2085
619	3392	2079
620	3397	2073
621	3403	2068
622	3409	2063
623	3415	2058
624	3421	2052
625	3426	2047
626	3432	2041
627	3437	2036
628	3442	2030
629	3447	2024
630	3452	2018
631	3457	2013
632	3462	2007
633	3466	2001
634	3472	1996
635	3479	1991
636	3485	1986
637	3491	1980
638	3496	1975
639	3501	1969
640	3506	1963
641	3511	1958
642	3517	1953
643	3523	1947
644	3530	1942
645	3535	1937
646	3541	1932
647	3547	1927
648	3552	1921
649	3558	1915
650	3562	1910
651	3567	1904
652	3572	1898
653	3578	1893
654	3583	1887
655	3588	1881
656	3595	1876
657	3600	1871
658	3606	1866
659	3611	1860
660	3616	1854
661	3622	1849
662	3627	1843
663	3631	1837
664	3637	1832
665	3642	1826
666	3647	1821
667	3653	1815
668	3660	1811
669	3665	1805
670	3670	1799
671	3675	1794
672	3680	1788
673	3685	1782
674	3690	1776
675	3695	1771
676	3699	1765
677	3704	1759
678	3709	1753
679	3715	1748
680	3720	1742
681	3725	1737
682	3730	1731
683	3735	1725
684	3740	1720
685	3745	1714
686	3750	1708
687	3754	1702
688	3760	1697
689	3766	1691
690	3770	1686
691	3776	1680
692	3782	1675
693	3788	1670
694	3793	1664
695	3798	1658
696	3803	1653
697	3812	1649
698	3817	1643
699	3823	1638
700	3828	1633
701	3833	1627
702	3841	1623
703	3847	1617
704	3855	1613
705	3861	1608
706	3867	1602
707	3872	1597
708	3877	1591
709	3882	1585
710	3887	1579
711	3891	1574
712	3897	1568
713	3902	1563
714	3907	1557
715	3912	1551
716	3922	1548
717	3926	1542
718	3931	1536
719	3936	1530
720	3940	1524
721	3944	1518
722	3949	1513
723	3955	1508
724	3961	1502
725	3966	1496
726	3971	1491
727	3976	1485
728	3980	1479
729	3985	1474
730	3991	1468
731	3995	1462
732	4000	1457
733	4005	1451
734	4009	1445
735	4016	1440
736	4022	1435
737	4028	1430
738	4034	1424
739	4039	1419
740	4044	1413
741	4049	1408
742	4054	1402
743	4059	1396
744	4064	1391
745	4069	1385
746	4074	1379
747	4080	1374
748	4086	1369
749	4092	1364
750	4097	1358
751	4102	1353
752	4108	1347
753	4113	1341
754	4117	1336
755	4122	1330
756	4127	1325
757	4132	1319
758	4137	1313
759	4144	1308
760	4150	1303
761	4156	1298
762	4162	1292
763	4167	1287
764	4172	1281
765	4177	1276
766	4182	1270
767	4186	1264
768	4191	1259
769	4196	1253
770	4202	1248
771	4208	1242
772	4214	1237
773	4219	1231
774	4223	1226
775	4228	1220
776	4233	1215
777	4238	1209
778	4243	1203
779	4248	1198
780	4253	1192
781	4259	1187
782	4265	1182
783	4272	1177
784	4278	1171
785	4283	1166
786	4288	1160
787	4293	1155
788	4298	1149
789	4304	1144
790	4310	1138
791	4315	1133
792	4321	1127
793	4327	1122
794	4334	1117
795	4340	1112
796	4345	1106
797	4350	1101
798	4355	1095
799	4360	1090
800	4365	1084
801	4370	1079
802	4375	1073
803	4381	1068
804	4387	1062
805	4393	1057
806	4399	1052
807	4405	1046
808	4409	1041
809	4414	1035
810	4419	1030
811	4424	1024
812	4429	1018
813	4434	1013
814	4438	1007
815	4443	1002
816	4450	996
817	4456	991
818	4463	986
819	4467	980
820	4472	975
821	4477	969
822	4482	963
823	4486	958
824	4491	952
825	4496	947
826	4500	941
827	4506	936
828	4512	930
829	4518	925
830	4525	920
831	4529	914
832	4534	909
833	4539	903
834	4544	897
835	4549	892
836	4553	886
837	4558	881
838	4562	875
839	4568	870
840	4575	864
841	4580	859
842	4587	854
843	4592	848
844	4597	843
845	4602	837
846	4607	832
847	4612	826
848	4617	821
849	4621	815
850	4625	809
851	4632	804
852	4638	799
853	4644	794
854	4649	788
855	4654	783
856	4659	777
857	4664	772
858	4668	766
859	4674	760
860	4678	755
861	4683	749
862	4688	744
863	4695	739
864	4700	733
865	4705	728
866	4710	722
867	4715	717
868	4720	711
869	4725	706
870	4730	700
871	4735	695
872	4740	689
873	4745	684
874	4749	678
875	4756	673
876	4761	667
877	4767	662
878	4773	657
879	4778	651
880	4784	646
881	4788	640
882	4793	635
883	4800	629
884	4807	624
885	4812	619
886	4819	613
887	4825	608
888	4831	603
889	4837	597
890	4842	592
891	4849	587
892	4854	581
893	4859	576
894	4864	570
895	4869	565
896	4874	559
897	4880	554
898	4886	549
899	4892	543
900	4898	538
901	4904	532
902	4909	527
903	4914	521
904	4927	517
905	4932	511
906	4937	506
907	4943	500
908	4949	495
909	4954	490
910	4958	484
911	4964	478
912	4968	473
913	4973	467
914	4978	462
915	4983	456
916	4987	451
917	4992	445
918	4998	440
919	5004	435
920	5010	429
921	5016	424
922	5022	418
923	5027	413
924	5032	408
925	5036	402
926	5041	397
927	5046	391
928	5051	386
929	5057	380
930	5063	375
931	5069	369
932	5074	364
933	5079	358
934	5083	353
935	5088	347
936	5094	342
937	5099	337
938	5104	331
939	5108	326
940	5114	320
941	5120	315
942	5125	309
943	5130	304
944	5135	298
945	5140	293
946	5145	287
947	5150	282
948	5155	277
949	5160	271
950	5165	266
951	5170	260
952	5176	255
953	5182	249
954	5189	244
955	5195	239
956	5199	233
957	5205	228
958	5211	222
959	5218	217
960	5224	212
961	5229	206
962	5233	201
963	5239	195
964	5245	190
965	5251	184
966	5256	179
967	5261	173
968	5266	168
969	5272	163
970	5278	157
971	5283	152
972	5287	146
973	5292	141
974	5297	135
975	5303	130
976	5309	125
977	5315	119
978	5320	114
979	5325	108
980	5330	103
981	5334	97
982	5339	92
983	5344	86
984	5348	81
985	5353	76
986	5358	70
987	5365	65
988	5371	59
989	5376	54
990	5381	48
991	5386	43
992	5391	38
993	5395	32
994	5400	27
995	5405	21
996	5409	16
997	5414	10
998	5419	5
999	5424	0
