iter	RMSE
218	0.376507355
219	0.3763527403
220	0.3761452785
221	0.3760276682
222	0.3758520326
223	0.3757542201
224	0.3756260817
225	0.3755037092
226	0.3752787203
227	0.375160275
228	0.3749994625
229	0.3749084495
230	0.3748053701
231	0.3746743767
232	0.3745366882
233	0.374352572
234	0.3741716403
235	0.3739922131
236	0.3739037215
237	0.3737879818
238	0.3737007632
239	0.3734502646
240	0.3733928107
241	0.3732439937
242	0.373142724
243	0.3730970539
244	0.3729497306
245	0.3727516062
246	0.372587198
247	0.3725040519
248	0.3723961785
249	0.372258238
250	0.3721717986
251	0.3720733758
252	0.371923163
253	0.371760343
254	0.3716928267
255	0.3715737831
256	0.3713380785
257	0.3712437741
258	0.3709727252
259	0.3708959624
260	0.3707317476
261	0.3706130414
262	0.3705076903
263	0.3703968568
264	0.3703241724
265	0.3702039735
266	0.3700200514
267	0.3699091368
268	0.3698050832
269	0.3696688748
270	0.3695262482
271	0.36935743
272	0.3692536873
273	0.3691373031
274	0.3690426363
275	0.3688193761
276	0.3686853657
277	0.3685800159
278	0.3684253487
279	0.3683666754
280	0.3682668963
281	0.3681286041
282	0.3679939905
283	0.3678164508
284	0.3676623467
285	0.3675950552
286	0.3674157796
287	0.3671979146
288	0.3670618014
289	0.3669223514
290	0.3668569275
291	0.3667598523
292	0.3666388878
293	0.3665851364
294	0.3664724695
295	0.3664517814
296	0.3663372799
297	0.3662602885
298	0.3661453106
299	0.366088627
300	0.3659681241
301	0.3658920728
302	0.3657730825
303	0.3657109998
304	0.3655310531
305	0.365473568
306	0.3653254934
307	0.3652173797
308	0.3651684639
309	0.3651144634
310	0.3648575069
311	0.3647408144
312	0.3646880308
313	0.3646370674
314	0.3644797053
315	0.3643706973
316	0.3641923644
317	0.3640995905
318	0.364018499
319	0.3639287757
320	0.3638155666
321	0.3637602165
322	0.3635509827
323	0.3634601526
324	0.3633162925
325	0.3631962186
326	0.3631476972
327	0.3630150809
328	0.3628574771
329	0.3627861901
330	0.3626749221
331	0.3625587046
332	0.3623662445
333	0.3622095345
334	0.3621002562
335	0.3620465173
336	0.3619540644
337	0.3618782507
338	0.3617978673
339	0.3616760544
340	0.361616107
341	0.3615388806
342	0.3613944927
343	0.3613075439
344	0.3611869343
345	0.3610863785
346	0.3610180051
347	0.3609025062
348	0.3608265441
349	0.360650121
350	0.3605536468
351	0.3604651371
352	0.3603943249
353	0.3602916229
354	0.3602216267
355	0.3601287104
356	0.3600498414
357	0.3599808308
358	0.3599078743
359	0.3597937594
360	0.3597285063
361	0.3596612748
362	0.3595779482
363	0.3594819626
364	0.3594134909
365	0.3593545149
366	0.3592979661
367	0.3591124324
368	0.3590487565
369	0.3589561149
370	0.3588763255
371	0.3588088365
372	0.3586904112
373	0.3586284248
374	0.3585391642
375	0.3584618114
376	0.3583709044
377	0.358306686
378	0.3582047404
379	0.3580493999
380	0.3579754585
381	0.3578507843
382	0.3577988632
383	0.3576775944
384	0.3576156117
385	0.3575460164
386	0.3574952873
387	0.3574508483
388	0.3573838364
389	0.3573045831
390	0.3572293432
391	0.3571590531
392	0.3571204827
393	0.3570540015
394	0.3569196761
395	0.3568552726
396	0.3567791816
397	0.3567231569
398	0.3566383895
399	0.3565514871
400	0.3564334014
401	0.3563395871
402	0.3562917093
403	0.3562189695
404	0.3561596464
405	0.356068258
406	0.356004554
407	0.3559400121
408	0.3558754765
409	0.3557886051
410	0.3557516509
411	0.3556572995
412	0.3556151329
413	0.3555008859
414	0.3554001639
415	0.3552878769
416	0.3551781056
417	0.3551276397
418	0.3550836143
419	0.3550071026
420	0.355006359
421	0.3549224721
422	0.3549105304
423	0.3548511001
424	0.3548017841
425	0.3547738767
426	0.3547160448
427	0.3546486163
428	0.3545354908
429	0.3544768634
430	0.354405987
431	0.3543643318
432	0.3542738017
433	0.3542471496
434	0.3541310404
435	0.3540760756
436	0.3540099829
437	0.3539455804
438	0.3538570161
439	0.3537870878
440	0.3536614556
441	0.353599778
442	0.3535410817
443	0.3534672962
444	0.3533611143
445	0.3532899226
446	0.3532531278
447	0.3531965172
448	0.3531254118
449	0.3530691944
450	0.3530067544
451	0.3529488604
452	0.3528613692
453	0.3527900432
454	0.3527163101
455	0.3526339275
456	0.3525351609
457	0.352486824
458	0.3524060661
459	0.3523274861
460	0.3522741654
461	0.3521901291
462	0.3521229582
463	0.3520566953
464	0.3519839356
465	0.3519130731
466	0.3518705372
467	0.351814509
468	0.3517767254
469	0.3517159967
470	0.35167298
471	0.3515707765
472	0.3515333048
473	0.3514353822
474	0.3514009238
475	0.3513378158
476	0.3512660454
477	0.3512479025
478	0.351231656
479	0.3512041392
480	0.3511589432
481	0.3511192649
482	0.351025697
483	0.3509901301
484	0.3509798671
485	0.3509190825
486	0.3508524846
487	0.3508156941
488	0.3507608468
489	0.3507305085
490	0.3506746602
491	0.3506155587
492	0.3505504596
493	0.3505000949
494	0.3504312666
495	0.350377425
496	0.3503229566
497	0.3502195046
498	0.3501000905
499	0.3499980558
500	0.3499523646
501	0.3499022424
502	0.3497875842
503	0.3497245926
504	0.3497123852
505	0.3496616848
506	0.3496124089
507	0.3495403332
508	0.3495249868
509	0.34947808
510	0.3494027561
511	0.3493419867
512	0.3493121213
513	0.3492309597
514	0.3491937593
515	0.3491382852
516	0.3491037157
517	0.3490544797
518	0.3489744088
519	0.348907731
520	0.3488094674
521	0.3487549187
522	0.348691054
523	0.348668175
524	0.3485946065
525	0.3485292851
526	0.3484834032
527	0.3484587544
528	0.3483562317
529	0.3482997965
530	0.3482393723
531	0.3481812772
532	0.3481721989
533	0.348137501
534	0.348055891
535	0.3479524826
536	0.3478903321
537	0.3478370536
538	0.347779081
539	0.3477220701
540	0.3477215925
541	0.3476886226
542	0.3476094793
543	0.3475707584
544	0.3475233552
545	0.347442913
546	0.3474096997
547	0.3473599219
548	0.3473431367
549	0.3472601963
550	0.3472148428
551	0.3471697664
552	0.3471103647
553	0.3470596851
554	0.3470083968
555	0.3469396075
556	0.3469077694
557	0.3468781976
558	0.346797243
559	0.3467541909
560	0.3466777656
561	0.3465957996
562	0.3465772436
563	0.3465540563
564	0.346527628
565	0.3464775554
566	0.3463396838
567	0.3463089578
568	0.3462561085
569	0.3461923535
570	0.3460944307
571	0.3460903221
572	0.3460193109
573	0.3459475991
574	0.3459017036
575	0.3458483786
576	0.3457784722
577	0.3457230819
578	0.3456733024
579	0.3455952753
580	0.3455368026
581	0.3454760471
582	0.3454548433
583	0.3453989908
584	0.3453784366
585	0.3453028868
586	0.3452235061
587	0.3451858229
588	0.3451140318
589	0.345046466
590	0.3450105595
591	0.3449314515
592	0.3448737648
593	0.3447984614
594	0.3447583745
595	0.3446986164
596	0.3446139495
597	0.344559994
598	0.3445076379
599	0.3444875757
600	0.3444625169
601	0.3444208958
602	0.3443816416
603	0.3443570855
604	0.3443148363
605	0.344293485
606	0.3442496235
607	0.3441479674
608	0.3440906489
609	0.3440456319
610	0.3440068217
611	0.343923034
612	0.3438850234
613	0.343848742
614	0.3437934482
615	0.3437664276
616	0.3437410011
617	0.3436835122
618	0.3436248832
619	0.343581675
620	0.3435167748
621	0.3434677377
622	0.3434126964
623	0.3433567158
624	0.3433001051
625	0.3432725673
626	0.3432417433
627	0.3431882085
628	0.343156937
629	0.3431276677
630	0.3430482406
631	0.3429812892
632	0.3429464932
633	0.3429195342
634	0.3428888384
635	0.3428425463
636	0.3427831112
637	0.3427299762
638	0.3426891333
639	0.3426706992
640	0.3426081588
641	0.342528299
642	0.3425000104
643	0.3424705881
644	0.3424234064
645	0.3423861736
646	0.3423432473
647	0.3422803399
648	0.3422425424
649	0.3422192884
650	0.3421734866
651	0.3421103891
652	0.3420431426
653	0.3419602101
654	0.3418899621
655	0.3418573851
656	0.3417849069
657	0.3417225333
658	0.3416750673
659	0.3416191796
660	0.3415700558
661	0.341537736
662	0.3414770075
663	0.341428759
664	0.3413862671
665	0.3413263413
666	0.3412898909
667	0.3412399589
668	0.3411789088
669	0.3411402925
670	0.341095477
671	0.3410421877
672	0.3410085872
673	0.3409623815
674	0.3409054152
675	0.3408482297
676	0.340812225
677	0.3407385604
678	0.340683547
679	0.3406691696
680	0.3406215723
681	0.3405907865
682	0.3405542014
683	0.3405178017
684	0.3404816941
685	0.3404338901
686	0.3403970211
687	0.3403511879
688	0.3403004666
689	0.3402761637
690	0.3402665691
691	0.3402245417
692	0.3401867115
693	0.34013857
694	0.340095954
695	0.3400721094
696	0.3400327765
697	0.3399494133
698	0.3398904678
699	0.3398441143
700	0.3397762453
701	0.3396892829
702	0.3396615651
703	0.3396157408
704	0.339589426
705	0.3395458364
706	0.3394926043
707	0.3394441593
708	0.3394090905
709	0.33938991
710	0.3393585813
711	0.3393213293
712	0.339235939
713	0.3392305819
714	0.3391554611
715	0.3391524933
716	0.3391198486
717	0.3390975663
718	0.33900602
719	0.3389715292
720	0.3389699747
721	0.3389493853
722	0.3389078959
723	0.3388578537
724	0.3387934138
725	0.3387386078
726	0.3386942359
727	0.3386315823
728	0.3385911618
729	0.3385362112
730	0.3384962712
731	0.3383903346
732	0.3383431864
733	0.338323194
734	0.3382816003
735	0.3382578058
736	0.3382324326
737	0.3381784597
738	0.3381118918
739	0.3380522287
740	0.33799482
741	0.3379723467
742	0.33787015
743	0.3378187666
744	0.3377761695
745	0.3377218874
746	0.3376462671
747	0.3376329026
748	0.3375309616
749	0.3374981905
750	0.3374755166
751	0.3374398641
752	0.3373314673
753	0.3373037987
754	0.3372745177
755	0.3372518401
756	0.3372293502
757	0.3371777744
758	0.3371514402
759	0.3371228693
760	0.3370594457
761	0.3370144787
762	0.3369892281
763	0.3369185671
764	0.3368756334
765	0.3368209072
766	0.3367778306
767	0.3367530222
768	0.3367207796
769	0.3366942367
770	0.3366676001
771	0.3366314683
772	0.3366011526
773	0.3366001443
774	0.3365570429
775	0.3364939179
776	0.3364619199
777	0.3364154155
778	0.3363415538
779	0.3363010496
780	0.3362618141
781	0.3362447014
782	0.3362091689
783	0.3361587949
784	0.3361157465
785	0.336058818
786	0.3359825297
787	0.3359406159
788	0.3358887464
789	0.3358513145
790	0.3358182526
791	0.3357890768
792	0.3357649599
793	0.3356869908
794	0.3356446062
795	0.335595371
796	0.3355608572
797	0.335506184
798	0.3354641468
799	0.3354014691
800	0.335359202
801	0.3353132741
802	0.3352898566
803	0.3352387317
804	0.3351953243
805	0.3351421627
806	0.3351096426
807	0.3350561176
808	0.3350244766
809	0.3349907328
810	0.3349500772
811	0.3348774067
812	0.3348494922
813	0.3348488057
814	0.334796207
815	0.33476286
816	0.3347331418
817	0.33468625
818	0.3346180864
819	0.3345958335
820	0.3345067023
821	0.3344887613
822	0.3344714717
823	0.3344687246
824	0.334398723
825	0.3343509485
826	0.334330462
827	0.3342929191
828	0.3342515845
829	0.3342217505
830	0.3341845484
831	0.3341603011
832	0.334122595
833	0.3340829594
834	0.3340715778
835	0.3340343646
836	0.3339640337
837	0.3339632093
838	0.333920906
839	0.3338941132
840	0.3338604934
841	0.333839652
842	0.3338006351
843	0.333746064
844	0.3337081862
845	0.3336596711
846	0.3336256768
847	0.3335826102
848	0.3335211202
849	0.3335206119
850	0.3334812232
851	0.3334470179
852	0.3334182587
853	0.3333922669
854	0.3333670981
855	0.3333038189
856	0.3332682075
857	0.3332152519
858	0.3332148746
859	0.3331659363
860	0.3331296498
861	0.3330885334
862	0.3330616516
863	0.3330015882
864	0.3329468245
865	0.3329315322
866	0.332899465
867	0.3328577094
868	0.332825
869	0.3327907326
870	0.3327742511
871	0.3327256281
872	0.3326949937
873	0.3326706107
874	0.3326606619
875	0.3326241013
876	0.3325872245
877	0.3325776983
878	0.3325374098
879	0.3325027564
880	0.3324802006
881	0.3324599454
882	0.3324354121
883	0.3324035643
884	0.3323707479
885	0.3323355467
886	0.3322797447
887	0.3322431968
888	0.3322031997
889	0.3321729188
890	0.3321364904
891	0.332112726
892	0.3320737776
893	0.3320274659
894	0.3319993553
895	0.3319423588
896	0.3319131707
897	0.3318626113
898	0.3318295943
899	0.3318034518
900	0.3317715324
901	0.3317096955
902	0.331658613
903	0.3316158857
904	0.3315903577
905	0.331554515
906	0.3315279499
907	0.3314901147
908	0.3314606706
909	0.3314244159
910	0.3314117405
911	0.3313719736
912	0.331344877
913	0.3313022402
914	0.331300254
915	0.3312661786
916	0.3312290421
917	0.3311517298
918	0.3311246528
919	0.3310995005
920	0.3310925702
921	0.3310489927
922	0.3310066476
923	0.3309554506
924	0.3309309918
925	0.3309251586
926	0.3308909852
927	0.3308560233
928	0.3308263479
929	0.3307992921
930	0.3307724934
931	0.330744085
932	0.3307203099
933	0.3306561645
934	0.3306521976
935	0.330612095
936	0.3305720058
937	0.3305614967
938	0.3305204124
939	0.3305199513
940	0.3305013538
941	0.3304891901
942	0.3304601209
943	0.3304285826
944	0.3303792065
945	0.3303314285
946	0.3303105144
947	0.3302640298
948	0.3302075244
949	0.3301791476
950	0.330094716
951	0.3300457298
952	0.3300344567
953	0.330006305
954	0.3299816632
955	0.3299254035
956	0.3298964133
957	0.3298682314
958	0.3298399174
959	0.3297955537
960	0.3297408378
961	0.3297201607
962	0.3296784923
963	0.3296494644
964	0.3296277247
965	0.329600181
966	0.3295667351
967	0.3295484877
968	0.3294955031
969	0.3294431526
970	0.3294231066
971	0.3293874618
972	0.3293651362
973	0.3293119034
974	0.3292754403
975	0.329246196
976	0.3292247898
977	0.3291938465
978	0.3291580056
979	0.3291270019
980	0.3291003834
981	0.3290848002
982	0.3290649774
983	0.3290260705
984	0.3290100006
985	0.328977771
986	0.3289440449
987	0.328914208
988	0.328881499
989	0.32882787
990	0.3287913489
991	0.3287740718
992	0.3287512511
993	0.3287419155
994	0.3286838766
995	0.328664555
996	0.328637379
997	0.3286047523
998	0.3285771848
999	0.328543896
