iter	Passed	Remaining
301	1730	3999
302	1735	3993
303	1740	3985
304	1745	3978
305	1750	3970
306	1755	3963
307	1760	3955
308	1765	3948
309	1770	3941
310	1776	3934
311	1781	3927
312	1785	3919
313	1790	3912
314	1795	3904
315	1800	3898
316	1805	3890
317	1810	3882
318	1815	3875
319	1820	3868
320	1825	3862
321	1830	3855
322	1836	3848
323	1840	3840
324	1846	3834
325	1851	3827
326	1856	3820
327	1861	3813
328	1866	3806
329	1871	3799
330	1877	3794
331	1883	3790
332	1889	3785
333	1896	3782
334	1902	3777
335	1914	3782
336	1920	3778
337	1928	3776
338	1938	3780
339	1947	3781
340	1956	3780
341	1962	3775
342	1967	3769
343	1973	3763
344	1979	3758
345	1985	3752
346	1989	3744
347	1995	3738
348	2000	3731
349	2005	3724
350	2011	3719
351	2016	3711
352	2021	3704
353	2026	3697
354	2031	3690
355	2036	3683
356	2041	3677
357	2046	3670
358	2051	3663
359	2056	3656
360	2061	3649
361	2066	3642
362	2071	3635
363	2076	3628
364	2081	3621
365	2086	3614
366	2091	3607
367	2096	3600
368	2102	3594
369	2107	3588
370	2112	3580
371	2117	3574
372	2121	3566
373	2126	3559
374	2131	3553
375	2136	3546
376	2141	3539
377	2147	3533
378	2152	3526
379	2157	3519
380	2162	3512
381	2166	3505
382	2171	3498
383	2176	3491
384	2181	3484
385	2186	3478
386	2191	3471
387	2197	3465
388	2202	3458
389	2206	3451
390	2211	3445
391	2216	3438
392	2221	3431
393	2226	3425
394	2231	3418
395	2236	3411
396	2241	3405
397	2246	3398
398	2251	3391
399	2256	3384
400	2261	3377
401	2266	3371
402	2271	3365
403	2276	3359
404	2281	3352
405	2287	3347
406	2293	3340
407	2298	3334
408	2303	3327
409	2307	3320
410	2312	3313
411	2317	3307
412	2322	3300
413	2327	3293
414	2332	3287
415	2337	3281
416	2342	3274
417	2347	3268
418	2352	3261
419	2357	3255
420	2362	3248
421	2367	3242
422	2372	3235
423	2377	3230
424	2384	3225
425	2390	3221
426	2396	3216
427	2404	3212
428	2413	3212
429	2419	3207
430	2426	3202
431	2432	3198
432	2438	3192
433	2444	3188
434	2450	3182
435	2456	3177
436	2461	3171
437	2468	3167
438	2474	3162
439	2482	3159
440	2487	3153
441	2493	3147
442	2498	3141
443	2503	3135
444	2508	3129
445	2514	3122
446	2519	3116
447	2524	3110
448	2529	3103
449	2534	3097
450	2539	3091
451	2544	3084
452	2549	3078
453	2554	3072
454	2559	3065
455	2564	3059
456	2569	3052
457	2574	3046
458	2579	3039
459	2583	3033
460	2588	3027
461	2593	3020
462	2598	3014
463	2605	3009
464	2610	3003
465	2615	2996
466	2620	2991
467	2626	2985
468	2631	2979
469	2636	2972
470	2641	2966
471	2645	2959
472	2650	2953
473	2655	2947
474	2660	2940
475	2665	2934
476	2670	2927
477	2675	2921
478	2680	2915
479	2685	2909
480	2690	2902
481	2695	2896
482	2700	2890
483	2704	2883
484	2710	2877
485	2714	2871
486	2719	2864
487	2724	2858
488	2729	2851
489	2733	2845
490	2738	2839
491	2743	2832
492	2748	2826
493	2753	2820
494	2759	2814
495	2764	2808
496	2768	2802
497	2774	2796
498	2779	2790
499	2783	2783
500	2789	2777
501	2794	2771
502	2799	2766
503	2804	2759
504	2810	2754
505	2815	2748
506	2820	2742
507	2825	2736
508	2831	2731
509	2836	2725
510	2841	2719
511	2846	2713
512	2852	2708
513	2857	2702
514	2862	2696
515	2868	2690
516	2873	2684
517	2878	2678
518	2883	2671
519	2887	2665
520	2892	2659
521	2898	2653
522	2903	2648
523	2908	2642
524	2914	2636
525	2921	2632
526	2927	2627
527	2934	2623
528	2940	2618
529	2945	2612
530	2953	2608
531	2958	2602
532	2963	2596
533	2970	2592
534	2975	2586
535	2982	2581
536	2988	2576
537	2994	2571
538	3001	2567
539	3006	2561
540	3012	2555
541	3019	2551
542	3024	2545
543	3031	2541
544	3037	2535
545	3042	2529
546	3048	2524
547	3055	2519
548	3060	2514
549	3067	2509
550	3072	2503
551	3078	2498
552	3085	2493
553	3090	2488
554	3097	2483
555	3103	2477
556	3108	2472
557	3115	2467
558	3121	2462
559	3127	2457
560	3134	2452
561	3139	2446
562	3147	2443
563	3153	2437
564	3159	2432
565	3166	2427
566	3171	2422
567	3179	2418
568	3186	2413
569	3192	2408
570	3200	2404
571	3206	2399
572	3214	2395
573	3220	2390
574	3228	2386
575	3234	2380
576	3241	2376
577	3248	2371
578	3254	2366
579	3262	2362
580	3268	2357
581	3276	2353
582	3282	2348
583	3290	2343
584	3297	2339
585	3303	2333
586	3312	2330
587	3318	2325
588	3327	2322
589	3333	2316
590	3342	2313
591	3348	2307
592	3354	2302
593	3359	2296
594	3364	2290
595	3370	2284
596	3375	2278
597	3380	2272
598	3387	2267
599	3392	2261
600	3397	2255
601	3403	2250
602	3409	2244
603	3413	2238
604	3419	2232
605	3424	2226
606	3429	2220
607	3435	2215
608	3440	2209
609	3445	2203
610	3451	2197
611	3456	2191
612	3462	2185
613	3467	2180
614	3472	2174
615	3477	2168
616	3483	2162
617	3489	2156
618	3494	2150
619	3500	2145
620	3505	2139
621	3510	2133
622	3515	2127
623	3520	2121
624	3525	2115
625	3531	2109
626	3536	2103
627	3541	2097
628	3546	2091
629	3551	2085
630	3556	2079
631	3561	2073
632	3566	2067
633	3571	2061
634	3576	2055
635	3581	2049
636	3586	2043
637	3591	2037
638	3596	2031
639	3601	2025
640	3606	2020
641	3611	2014
642	3616	2008
643	3621	2002
644	3626	1996
645	3631	1990
646	3637	1984
647	3644	1979
648	3649	1973
649	3655	1968
650	3660	1962
651	3665	1956
652	3670	1950
653	3675	1944
654	3681	1939
655	3686	1933
656	3692	1927
657	3697	1921
658	3703	1916
659	3708	1910
660	3714	1904
661	3719	1898
662	3724	1893
663	3730	1887
664	3735	1881
665	3740	1875
666	3745	1870
667	3750	1864
668	3756	1858
669	3762	1852
670	3767	1847
671	3773	1841
672	3778	1835
673	3783	1830
674	3789	1824
675	3794	1818
676	3800	1813
677	3805	1807
678	3810	1801
679	3816	1795
680	3821	1790
681	3826	1784
682	3832	1778
683	3838	1773
684	3843	1767
685	3849	1761
686	3854	1756
687	3860	1750
688	3865	1744
689	3872	1739
690	3878	1734
691	3883	1728
692	3890	1723
693	3895	1717
694	3901	1711
695	3906	1706
696	3911	1700
697	3917	1694
698	3922	1689
699	3927	1683
700	3932	1677
701	3936	1671
702	3941	1665
703	3946	1659
704	3951	1653
705	3956	1647
706	3961	1641
707	3966	1636
708	3971	1630
709	3976	1624
710	3981	1618
711	3986	1612
712	3991	1606
713	3996	1600
714	4001	1595
715	4006	1589
716	4013	1584
717	4018	1578
718	4024	1572
719	4029	1567
720	4037	1562
721	4043	1556
722	4049	1551
723	4055	1546
724	4060	1540
725	4067	1535
726	4072	1529
727	4078	1523
728	4085	1518
729	4090	1512
730	4095	1507
731	4102	1502
732	4107	1496
733	4113	1490
734	4119	1485
735	4125	1479
736	4132	1474
737	4137	1468
738	4142	1463
739	4149	1458
740	4155	1452
741	4160	1446
742	4167	1441
743	4172	1435
744	4179	1430
745	4185	1425
746	4191	1419
747	4199	1414
748	4204	1409
749	4211	1403
750	4217	1398
751	4222	1392
752	4229	1387
753	4234	1381
754	4240	1376
755	4247	1370
756	4252	1364
757	4257	1359
758	4264	1354
759	4269	1348
760	4276	1343
761	4282	1337
762	4287	1331
763	4294	1326
764	4299	1320
765	4305	1315
766	4311	1309
767	4317	1304
768	4322	1298
769	4327	1292
770	4333	1287
771	4339	1281
772	4344	1275
773	4349	1270
774	4355	1264
775	4360	1258
776	4365	1252
777	4371	1247
778	4376	1241
779	4381	1235
780	4387	1230
781	4392	1224
782	4397	1218
783	4403	1213
784	4408	1207
785	4414	1201
786	4419	1196
787	4424	1190
788	4430	1184
789	4435	1179
790	4440	1173
791	4445	1167
792	4451	1161
793	4456	1156
794	4461	1150
795	4467	1144
796	4472	1139
797	4477	1133
798	4483	1127
799	4488	1122
800	4493	1116
801	4499	1110
802	4504	1105
803	4509	1099
804	4515	1093
805	4520	1088
806	4525	1082
807	4530	1076
808	4535	1070
809	4540	1065
810	4546	1059
811	4551	1053
812	4556	1048
813	4561	1042
814	4567	1036
815	4573	1031
816	4578	1025
817	4583	1019
818	4588	1014
819	4593	1008
820	4598	1002
821	4603	996
822	4608	991
823	4614	985
824	4619	979
825	4624	974
826	4630	968
827	4635	962
828	4640	957
829	4645	951
830	4650	945
831	4655	940
832	4661	934
833	4666	928
834	4671	923
835	4676	917
836	4682	911
837	4687	906
838	4693	900
839	4698	894
840	4703	889
841	4709	883
842	4714	878
843	4719	872
844	4724	866
845	4733	861
846	4740	856
847	4746	850
848	4751	845
849	4756	839
850	4761	833
851	4767	828
852	4772	822
853	4778	816
854	4783	811
855	4788	805
856	4794	799
857	4799	794
858	4804	788
859	4811	783
860	4816	777
861	4822	772
862	4827	766
863	4832	760
864	4837	755
865	4843	749
866	4848	743
867	4853	738
868	4860	732
869	4866	727
870	4872	721
871	4877	715
872	4882	710
873	4887	704
874	4892	698
875	4897	693
876	4903	687
877	4908	682
878	4913	676
879	4919	670
880	4924	665
881	4929	659
882	4934	653
883	4940	648
884	4945	642
885	4950	637
886	4956	631
887	4961	625
888	4966	620
889	4971	614
890	4976	608
891	4981	603
892	4989	597
893	4994	592
894	5000	586
895	5005	581
896	5010	575
897	5016	569
898	5021	564
899	5026	558
900	5032	552
901	5037	547
902	5043	541
903	5048	536
904	5055	530
905	5060	525
906	5066	519
907	5073	514
908	5078	508
909	5083	502
910	5089	497
911	5094	491
912	5099	485
913	5104	480
914	5109	474
915	5115	469
916	5120	463
917	5125	457
918	5130	452
919	5136	446
920	5141	441
921	5146	435
922	5151	429
923	5157	424
924	5162	418
925	5167	412
926	5173	407
927	5178	401
928	5183	396
929	5188	390
930	5194	384
931	5199	379
932	5204	373
933	5209	368
934	5214	362
935	5219	356
936	5225	351
937	5230	345
938	5235	340
939	5240	334
940	5245	328
941	5251	323
942	5256	317
943	5261	312
944	5266	306
945	5272	300
946	5277	295
947	5282	289
948	5287	284
949	5293	278
950	5298	273
951	5304	267
952	5311	261
953	5316	256
954	5322	250
955	5328	245
956	5334	239
957	5341	234
958	5346	228
959	5352	223
960	5358	217
961	5364	211
962	5370	206
963	5375	200
964	5381	195
965	5387	189
966	5392	184
967	5397	178
968	5403	172
969	5409	167
970	5415	161
971	5421	156
972	5427	150
973	5433	145
974	5438	139
975	5444	133
976	5450	128
977	5456	122
978	5461	117
979	5468	111
980	5475	106
981	5481	100
982	5487	94
983	5492	89
984	5497	83
985	5502	78
986	5507	72
987	5512	66
988	5517	61
989	5521	55
990	5526	50
991	5531	44
992	5537	39
993	5542	33
994	5547	27
995	5552	22
996	5557	16
997	5562	11
998	5567	5
999	5572	0
